9.894468e-05,0.9959935,6.350354e-05,0.0033012698,0.00054284703
4.060482e-05,0.9972153,2.6826452e-05,0.002485086,0.00023200833
2.6235342e-05,0.99890447,3.9207178e-05,0.0007235011,0.000306651
3.214172e-05,0.9993006,2.3027373e-05,0.0004914477,0.00015285047
0.0015720441,0.6426722,0.022361916,0.2740911,0.059302844
5.4743126e-05,0.998259,0.00050344254,0.0005832196,0.00059953745
2.104849e-05,0.99941826,4.353669e-05,0.0003533496,0.00016378744
1.802314e-06,5.5145316e-05,0.00021426211,0.0011618214,0.99856704
2.338984e-09,2.6866937e-07,7.244063e-07,1.6509225e-06,0.9999974
1.7752197e-06,3.4729863e-05,0.00027533295,0.0033602964,0.9963278
1.2736211e-07,4.748113e-06,8.445422e-06,0.0008278346,0.99915886
1.8595104e-08,1.7237388e-05,2.2885275e-05,0.9999368,2.2971932e-05
1.1707883e-06,0.0005923825,7.1570845e-05,0.9988285,0.00050635467
2.574064e-07,0.00012789044,6.4966734e-05,0.9996165,0.00019030432
0.00030731614,0.6592986,0.0011452282,0.30077076,0.038478162
2.1874774e-08,2.0971194e-07,0.9999887,7.1897e-06,3.9111465e-06
2.7889353e-08,2.9254298e-07,0.99998343,9.173217e-06,6.9799535e-06
1.8463993e-08,2.7994218e-07,0.99997175,2.4337462e-05,3.534954e-06
2.6655084e-06,5.9860715e-05,0.9966978,0.0027688185,0.00047102335
2.1542008e-05,0.00078509207,0.9683358,0.028471552,0.0023859013
3.9029237e-07,5.9126805e-06,0.99986637,0.0001011965,2.6155081e-05
2.0046271e-07,1.7792248e-06,0.9999603,2.1687885e-05,1.5962221e-05
